id,type,text,category,deterministic,characteristic_form,group,entity,note
107,FMSA,List all failure modes of Chiller 6 that can be detected by temperature sensors.,Knowledge Query,False,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",retrospective,Chiller,Source: Failure mode analysis requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
108,FMSA,List all failure modes of Chiller 6 that can be detected by temperature sensors and power input sensors.,Knowledge Query,False,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",retrospective,Chiller,Source: Failure mode analysis requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
109,FMSA,Get failure modes for Chiller 6 and only include in final response those that can be monitored using the available sensors.,Knowledge Query,False,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",retrospective,Chiller,Source: Failure mode analysis requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
110,FMSA,Are there any failure modes of Chiller 6 that can be predicted by monitoring the vibration sensor data?,Knowledge Query,False,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",predictive,Chiller,Source: Failure mode analysis requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
112,FMSA," If compressor overheating occurs for Chiller 6, which sensor should be prioritized for monitoring this specific failure?",Knowledge Query,False,"the answer should contain one of more sensors of Chiller 6. The sensors of Chiller 6 need to be from the list [Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.]",prescriptive,Chiller,Source: Failure mode analysis requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
113,FMSA," If Evaporator Water side fouling occurs for Chiller 6, which sensor is most relevant for monitoring this specific failure?",Knowledge Query,False,"the answer should contain one of more sensors of Chiller 6. The sensors of Chiller 6 need to be from the list [Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.] ",retrospective,Chiller,Source: Failure mode analysis requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
116,FMSA,Generate a machine learning recipe for detecting overheating failure for Chiller 6. Result should include feature sensors and target sensor.,Knowledge Query,False,the answer should be a machine learning recipe for detecting overheating failure for Chiller 6. the answer should include the sensors that can be used to detect the failure of overheating for Chiller 6,prescriptive,Chiller,Source: Failure mode analysis requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
117,FMSA,"When compressor motor of Chiller 6 fails, what is the temporal behavior of the power input?",Knowledge Query,False,the answer should describe the temporal behavior of the power input of Chiller 6,retrospective,Chiller,Source: Failure mode analysis requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
118,FMSA,"When power input of Chiller 6 drops, what is the potential failure that causes it?",Knowledge Query,False,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",retrospective,Chiller,Source: Failure mode analysis requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
201,TSFM,What types of time series analysis are supported?,Knowledge Query,True,"The expected response should be: the available AI tasks are [{task_id:'tsfm_integrated_tsad',task_description:'Time series Anomaly detection'},{task_id:'tsfm_forecasting',task_description:'Time series Multivariate Forecasting'},{task_id:'tsfm_forecasting_tune',task_description:'Finetuning of Multivariate Forecasting models'},{task_id:'tsfm_forecasting_evaluation',task_description:'Evaluation of Forecasting models'}]",retrospective,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
202,TSFM,What are time series pretrained models are available in system?,Knowledge Query,True,"The expected response should be: The available pretrained models are [{model_id:'ttm_96_28', model_checkpoint:'data/tsfm_test_data/ttm_96_28', model_description:'Pretrained forecasting model with context length 96'},{model_id:'ttm_512_96', model_checkpoint:'data/tsfm_test_data/ttm_512_96', model_description:'Pretrained forecasting model with context length 512'},{model_id:'ttm_energy_96_28', model_checkpoint:'data/tsfm_test_data/ttm_energy_96_28', model_description:'Pretrained forecasting model tuned on energy data with context length 96'},{model_id:'ttm_energy_512_96', model_checkpoint:'data/tsfm_test_data/ttm_energy_512_96', model_description:'Pretrained forecasting model tuned on energy data with context length 512'}]",predictive,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
203,TSFM,Are any time series forecasting models supported?,Knowledge Query,True,"The expected response should be: Yes, several time series forecasting models are supported.",predictive,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
204,TSFM,"Is TTM (Tiny Time Mixture), a time series model supported?",Knowledge Query,True,"The expected response should be: Yes, several TTM models are supported",retrospective,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
205,TSFM,Is LSTM model supported in TSFM?,Knowledge Query,True,The expected response should be: LSTM model is not supported.,retrospective,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
206,TSFM,Is Chronos model supported in TSFM?,Knowledge Query,True,"The expected response should be: No, Chronos is not supported",retrospective,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
207,TSFM,Is Anomaly Detection supported in TSFM?,Knowledge Query,True,"The expected response should be: Yes, anomaly detection is supported in TSFM.",predictive,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
208,TSFM,Is Time Series Classification supported in TSFM?,Knowledge Query,True,The expected response should be: Time Series Classification is not supported in TSFM,retrospective,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
209,TSFM,Is any model with context length 96 supported in TSFM?,Knowledge Query,True,"The expected response should be: Yes, there is a model with context length 96",retrospective,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
211,TSFM,Find a model for energy forecasting.,Knowledge Query,True,"The expected response should be: [{model_id:'ttm_energy_96_28', model_checkpoint:'data/tsfm_test_data/ttm_energy_96_28', model_description:'Pretrained forecasting model tuned on energy data with context length 96'}, {model_id:'ttm_energy_512_96', model_checkpoint:'data/tsfm_test_data/ttm_energy_512_96', model_description:'Pretrained forecasting model tuned on energy data with context length 512'}]",predictive,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
212,TSFM,Find a model for energy forecasting with context length 96 and nothing else.,Knowledge Query,True,The expected response should be: ttm_energy_96_28,predictive,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
213,TSFM,Find all models with context length 96.,Knowledge Query,True,"The expected response should be: [{model_id:'ttm_96_28', model_checkpoint:'data/tsfm_test_data/ttm_96_28', model_description:'Pretrained forecasting model with context length 96'}, {model_id:'ttm_energy_96_28', model_checkpoint:'data/tsfm_test_data/ttm_energy_96_28', model_description:'Pretrained forecasting model tuned on energy data with context length 96'}]",retrospective,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
214,TSFM,How many models with context length exactly 96 are supported?,Knowledge Query,True,The expected response should be: There are 2 models with a context length of 96,retrospective,Equipment,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Knowledge Query
217,TSFM,Forecast 'Chiller 9 Condenser Water Flow' using data in 'chiller9_annotated_small_test.csv'. Use parameter 'Timestamp' as a timestamp.,Inference Query,True,The expected response should be: Forecasting results of 'Chiller 9 Condenser Water Flow' using data in 'chiller9_annotated_small_test.csv' are stored in json file,predictive,Chiller,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Inference Query
220,TSFM,Finetune a forecasting model for 'Chiller 9 Condenser Water Flow' using data in 'chiller9_finetuning_small.csv' with 'Timestamp' as a timestamp.,Tuning Query,True,The finetuned forecasting model is saved in save_model_dir=tunedmodels with result stored in results_file. Results are saved: {%JSON_RESULT},predictive,Chiller,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Tuning Query
221,TSFM,Finetune a forecasting model for 'Chiller 9 Condenser Water Flow' using data in 'chiller9_finetuning_small.csv' with 'Timestamp' as a timestamp. Use 1% of data for tuning,Tuning Query,True,The finetuned forecasting model is saved in save_model_dir=tunedmodels with result stored in results_file. Results are saved: {%JSON_RESULT},predictive,Chiller,Source: Time series forecasting needs; Deterministic query with single correct answer; Category: Tuning Query
413,Workorder,"Assuming that the current date is 2018-01-02, can you predict next work order probability for me for equipment CWC04009 using predict_next_work_order_probability function?",Prediction,True,"Freon Management (code MT012) under Maintenance and Routine Checks has a probability of 0.2. The output should have the probability for primary code.  For example, the highest probability of next work order.  The expected response should be able to use historical work order data up to 2018-01-02 for CWC04009 to identify or predict the next work order probability, ensuring no cutoff of results. More specific, It should be a list of work order with the probabilities (the summation of the probabilities should be one).",predictive,Equipment,The output token size changed to 2000 to make sure there is no cut-off of the generated results.
414,Workorder,"Assuming that the current date is 2018-01-02, can you predict next work order probability for me for equipment CWC04009?",Prediction,True,"Failure codes MT012, MT008, and M013 each have a probability of 0.2. It will predict the next work order probability for CWC04009 using available data up to 2018-01-02.  The expected response should be able to use historical work order data up to 2018-01-02 for CWC04009 to identify or predict the next work order probability, ensuring no cutoff of results. More specific, It should be a list of work order with the probabilities (the summation of the probabilities should be one).",predictive,Equipment,Source: Maintenance operations; Deterministic query with single correct answer; Category: Prediction
415,Workorder,"When an anomaly happens for equipment CWC04009, can you recommend a list of candidate work orders and give me a summary of work order as percentage?",Decision Support,False,An possible example is work orders are split evenly with 50% for MT010 and 50% for MT013 for equipment CWC04009.,prescriptive,Equipment,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support
419,Workorder,"Using your knowledge of the industrial asset, can you suggest me a work order for alert RUL0014 with the context of 'Chiller - Cooling Substance Delta T Low' for closed-loop water-cool chiller its load is higher than the upper bound?",Decision Support,False,The output will be a one or more the primilar failure codes with their work order types. Recommend an appropriate work order to address the alert RUL0014 for the cooling issue in the closed-loop water-cooled chiller.,prescriptive,Chiller,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support
427,Workorder,"Since we know 80% of alerts are likely spurious, can you identify the meaningful 20% for further analysis for any chillers?",Decision Support,False,"The results may vary, and the actual outcome depends on the specific LLM used. Filter and prioritize the most meaningful 20% of alerts from chillers for detailed analysis, excluding the spurious ones.",prescriptive,Chiller,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support
437,Workorder,"Detect clusters of alerts and work orders on CWC04009 that signal elevated failure risk for the next planning cycle, guiding proactive maintenance budgeting.",Decision Support,False,Apply time-series burst or clustering analysis to event_time for ALERT + WORK_ORDER events of CWC04009; flag dense clusters as high-risk periods for long-term budgeting.,prescriptive,Equipment,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support
438,Workorder,"Rank alert descriptions for CWC04009 by how strongly they predict subsequent corrective work orders, supporting long-term failure-risk mitigation.",Decision Support,False,"For each alert description on CWC04009, compute the conditional probability that a CM WORK_ORDER follows within a set window; sort descriptions by predictive strength.",predictive,Equipment,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support
446,Workorder,Determine which alert or work-order descriptions account for the highest event counts on CWC04009 and should therefore drive allocation of funds in the next 10-year capital budget.,Decision Support,False,"Aggregate ALERT and WORK_ORDER events for CWC04009 by description, rank by total count, and provide the top contributors as budget-prioritisation drivers.",prescriptive,Equipment,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support
601,multiagent,List all failure modes of asset Chiller 6 at MAIN site.,Knowledge Query,True,"The failure modes for Chiller 6 are: ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",retrospective,Chiller,Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query
602,multiagent,List all failure modes of asset Chiller 6 at MAIN site.,Knowledge Query,True,"The failure modes of asset Chiller 6 are: ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",retrospective,Chiller,Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query
603,multiagent,List all installed sensors of asset Chiller 6 at MAIN site.,Knowledge Query,True,"The installed sensors of asset Chiller 6 are: Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.",retrospective,Chiller,Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query
604,multiagent,List all failure modes of Chiller 6 at MAIN site that can be detected by Chiller 6 Chiller Efficiency.,Knowledge Query,False,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",retrospective,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
605,multiagent,List all failure modes of Chiller 6 at MAIN site that can be detected by temperature sensors.,Knowledge Query,False,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",retrospective,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
606,multiagent,List all failure modes of Chiller 6 at MAIN site that can be detected by temperature sensors and power input sensors.,Knowledge Query,False,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",retrospective,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
607,multiagent,Get failure modes for Chiller 6 at MAIN site and only include in final response those that can be monitored using the available sensors.,Knowledge Query,False,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",retrospective,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
608,multiagent,Are there any failure modes of Chiller 6 at MAIN site that can be predicted by monitoring the vibration sensor data?,Knowledge Query,False,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",predictive,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
610,multiagent," If compressor overheating occurs for Chiller 6 at MAIN site, which sensor should be prioritized for monitoring this specific failure?",Knowledge Query,False,"the answer should contain one of more sensors of Chiller 6. The sensors of Chiller 6 need to be from the list [Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.] ",prescriptive,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
611,multiagent," If Evaporator Water side fouling occurs for Chiller 6 at MAIN site, which sensor is most relevant for monitoring this specific failure?",Knowledge Query,False,"the answer should contain one of more sensors of Chiller 6. The sensors of Chiller 6 need to be from the list [Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.] ",retrospective,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
613,multiagent,Generate an anomaly detection recipe for detecting compressor motor failure for Chiller 6 at MAIN site.,Knowledge Query,False,the answer should be a detailed anomaly detection recipe for detecting compressor motor failure for chiller,predictive,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
615,multiagent,Generate a machine learning recipe for detecting overheating failure for Chiller 6 at MAIN site. Result should include feature sensors and target sensor.,Knowledge Query,False,the answer should be a machine learning recipe for detecting overheating failure for Chiller 6. the answer should include the sensors that can be used to detect the failure of overheating for Chiller 6,prescriptive,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
616,multiagent,List all failure modes of Chiller 6 at MAIN site that can be detected by temperature sensors and power input sensors.,Knowledge Query,False,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",retrospective,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
617,multiagent,"When compressor motor of Chiller 6 at MAIN site fails, what is the temporal behavior of the power input?",Knowledge Query,False,the answer should describe the temporal behavior of the power input of Chiller 6,retrospective,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
618,multiagent,"When power input of Chiller 6 at MAIN site drops, what is the potential failure that causes it?",Knowledge Query,False,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",retrospective,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
621,multiagent,"Can you check if there are any anomalies for chiller tonnage, and do you think I should create a work order after reviewing the anomalies?",Knowledge Query,False,"The process involves retrieving IoT sensor data, performing time-series anomaly detection, and using maintenance reasoning to decide whether a work order should be created.",retrospective;predictive,Chiller,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
622,multiagent,"Here is an output of anomaly model in file with absolute path '/tmp/tsad_conformal.csv', can you check if there are any anomalies, and do you think I should create a work order after reviewing the anomalies?",Knowledge Query,False,"The problem is solved by first checking if the anomaly file exists, then running anomaly detection if the data is available, and finally deciding whether a work order should be created based on the results.",retrospective;predictive,Equipment,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query
